Prompt,,Student Response,,I/B/C,,Thesis,,Topic,,Coherence,,Transition,,Main Idea,,Supporting Idea,,Style,,Usage,,Critique,//
What is the most important animal in your country? Why is the animal important? Use reasons and specific details to explain your answer.,::,"<IN><TS>It is widely accepted that the most important animal is a dog in my country. The following essay explains why I think a dog is the most improtant animal.</TS></IN>

<BO1><MI1><TR>To start with</TR>, a dog is more familiar with human beings than any other animal.</MI1> <SI1>It is really a crucial point to my country which has become a industrial country. People living in a complex country usually feel lonely, so they tend to find something enough to make them joyful. I believe that a dog is really suitable for it, as a result more than one-thirds of people in my country have dogs, especially in a complex city.</SI1></BO1>

<BO2><MI2> Another point to bear in mind is that a dog can prevent my house from robbery.</MI2> <SI2><TR>Actually</TR>, there are some reports about these cases. <TR>Therefore</TR>, when an owner has a dog, the owner can pay less attention for the house while the owner is out of the house, because of the dog which is always attentive. <TR>Moreover</TR>, having a dog can be educational for children. Due to the lack of friendship with other children, children might not learn social skills. Even though a dog is not a human beings, it might be helpful for children to get along with other pepple.</SI2></BO2>

<CO><TR>For these reasons</TR>, I firmly believe that a dog is the most important animal as having it can obstruct people from feeling lonely and it can keep a house safely.</CO>",::,3,::,3,::,3,::,4,::,3,::,3,::,2,::,3,::,3,::,"This is a below average quality essay. There is minimal structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis statement is only partially complete as it either makes only a position or provides a preview of the main points, not both as required. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are still a bit vague and do not have sufficient strength to support the thesis.  There are no examples in this essay. The supporting points are much too vague and lacking in strength. There were many word choice issues as well as errors in punctuation and grammar.",//
Think of the most interesting class you have ever taken. Why did you enjoy this class so much?,::,"<IN><TS>It was a really exciting experience to get into an English conversation class in a private institute, located in near my home. As soon as I got out of military service, I decied to learn how to speak Engligh, and so I happened to join that class. I believe that the English class is the most interesting class I have ever taken, associated with the excellent teacher and the materials.</TS></IN>

<BO1><MI1>I remember that there was a good teacher who was a foreigner and had taught Engligh for over 5 years.</MI1> <SI1>He encouraged us to keep concern about English whenever we felt as if we wanted to give up. While we felt sleepy, he usually made us laugh and concentrate on our study again. What is the most appreciated one is that he always took care of us. It was the unforgetable event that he brought some medicines after he found one of us sick.</SI1></BO1>

<BO2><MI2> Another point I have to deal with is the materials which the teacher used.</MI2> <SI2>Those were about diverse kinds of cultures around the world. Having experience of several cultures, even if in a indirect way, is useful for us, expecially when we go abroad. <TR>Moreover</TR>, talking about something in English is a real thing. Students in Korea usually learn English for over 10 years, but they cannot speak English at all. Due to the lack of practical programs, they waste their best time, I suppose. By this I mean, it was extremely interesting to learn how to speak English in like a real situation.</SI2></BO2>

<CO><TR>Therefore</TR>, I cannot still forget the time and also do not hesitate to say that it was the best class I have ever taken, as the teacher was incredible and the materials were really useful in my life.</CO>",::,4,::,3,::,4,::,4,::,2,::,4,::,3,::,4,::,3,::,"This is a below average quality essay. There is adequate structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis statement is only partially complete as it either makes only a position or provides a preview of the main points, not both as required. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are forceful and support the thesis statement but have trouble connecting through to the conclusion. There are  very few examples in this essay. The supporting points are still a bit vague and do not have sufficient strength to support the main points.  There were many word choice issues as well as errors in punctuation and grammar.",//
"Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Discuss these views, Which view do you agree with? Explain why.",::,"<IN><TS>Many high school students, even those who graduated from technical high schools or financial ones, want to enter a university. So the number of universities and colleges increased much as the number of students who want to go to a university increased. <TR>Thus</TR>, it is said that some universities will have to close down their door because of a lack of students who will attend them.</TS></IN>
 
<BO1><MI1>But, so what? isn't it illiteracy that we cared about, not literacy?</MI1> <SI1> Wouldn't it be better for us to think about how to decrease the universities and their students because there are too many of them rather than we worry about our gloomy future resulted from illiteracy? Plus, Education plays an important role in our society, which is giving ordinary people an opportunity to get a higher position. That means without higher education ordinary people can never be at a higher position, acquire any fame and a lot of money.</SI1></BO1>

<CO><TR>According to statics</TR>, more than two third of the students attending high-ranked universities in Seoul proved to be rich or richer than the average. If it is true, we must admit that poor people cannot be at a high position in society, and make a lot of money in the way he or she pursued, though college degree doesn't always guarantee high positions or success. And if so, the rich will become richer and the poor, poorer. So I think all education including university education should be always open to all students.</CO>",::,3,::,3,::,3,::,4,::,2,::,4,::,2,::,3,::,3,::,"This is a below average quality essay. There is minimal structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis statement is only partially complete as it either makes only a position or provides a preview of the main points, not both as required. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are forceful and support the thesis statement but have trouble connecting through to the conclusion. There are no examples in this essay. The supporting points are much too vague and lacking in strength. There were many word choice issues as well as errors in punctuation and grammar.",//
Is it better to enjoy your money when you earn it or is it better to save your money for some time in the future? Use specific reasons and examples to support your opinion.,::,"<IN><TS>Many people have some opinion about this topic. Some peple prefer to use money when they earn it than to save it. Others don't do that. As far as this topic is concerned, I agree to use money when I earn it. Now, there are some reason concerned my advocacy.</TS></IN>

<BO1><MI1>If you enjoy your hobbies, you spend money and time learning and exercising.</MI1> <SI1>In my experience, when I learned playing violin, I spent quite much money of my salary learning it. <TR>Nevertheless</TR>, while learning it, I didn't think that my salary is spent useless; I understood to play violin, increased my hobby, and had much time for my interest. While learning it, I was so happy, exciting and interesting, so I was satisfied with it.</SI1></BO1>

<BO2><MI2> When I went to collage, my tuitions are so expensive.</MI2> <SI2><TR>Moreover</TR>, since I lived in dormitory, I paid for feeding, renting for room and so on. For these reasons, I couldn't depend on my parents to pay all money. So I affected tutors on high school students and worked at a library, a food restaurent and a convienient market etc. I paid some duties by my salary. Although I couldn't save money, I was happy because of helping my parents and independence from them.</SI2></BO2>

<CO>Some people laugh at my way. <TR>However</TR>, I like to my way and I will do that. I always say ""Present is the most important than any other time."" I strive to do my best in present during my life. How about you? Enjoying present is the most important things of any other thing.</CO>",::,3,::,3,::,3,::,4,::,3,::,3,::,2,::,4,::,3,::,"This is a below average quality essay. There is minimal structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis statement is only partially complete as it either makes only a position or provides a preview of the main points, not both as required. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are still a bit vague and do not have sufficient strength to support the thesis.  There are no examples in this essay. The supporting points are much too vague and lacking in strength. There were many word choice issues as well as errors in punctuation and grammar.",//
" People learn in different ways . Some people learn by doing things, Other people learn by reading about things, others learn by listening to people talk about things. Which of these methods of learning is best for you&gt; Use specific examples to support your choice.",::,"<IN><TS>Many people learn in different ways. The method of learnign something varies from people to people. Some prefer to leran by doing things, others prefer to learn by reading or listening. In my opinion, the best way to learn something is by doing things, becasue this method make me understand the point clearly, and because in this way I can really do some things well.</TS></IN>

<BO1><MI1>To begin with,&nbsp;&nbsp;I am able to learn the point clearly by doing somethings.</MI1> <SI1>As a whole I can obtain a variety of information by reading materials. <TR>However</TR>, this knoweldge is usually so superficial that I can not adapt this to the very situations that I want to solve. <EX><TR>For example</TR>, recently I learned the way to make home pages. I read a lot of books concerning this topics.</EX> <TR>However</TR>, not until I made my own hompages, did I know the exact meaning of the contents of the books. In this experience, I really understand that the only way to learn something clearly is by doing things.</SI1></BO1>

<BO2><MI2><TR>In addition</TR>, I can really do some things well by doing this things.</MI2> <SI2>There are a lot of good ways to learn somethings, but in some subjects doing things is the only way to learn somethings such as learning a foreign languages, musical instruments, and so on. 
<TR>For example</TR>, I have learned Engish for many years. But in this long time I have not had the chacne to use English as the real languge. I studied Englsh only in the books and cassette tape. Recently, I have the chance to get the English friends. We often meet each other and do a lot of things. In this way, I really understand that English is not a subject but the languge, and I can speak English well. <TR>Therefore</TR>, by doing something is the good way to learn somehing well.</SI2></BO2>

<CO><TR>To sum up</TR>, the best way to learn something is by doing things becasue in this method I can understand the point clearly and I can really do some things well.</CO>",::,4,::,3,::,4,::,4,::,3,::,4,::,4,::,3,::,3,::,"This is an above average quality essay. There is adequate structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis statement is only partially complete as it either makes only a position or provides a preview of the main points, not both as required. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are forceful and support the thesis statement but have trouble connecting through to the conclusion. The supporing ideas in the body paragraphs are forceful and support the thesis statement but have trouble connecting through to the conclusion. There were many word choice issues as well as errors in punctuation and grammar.",//
"Some people enjoy change, and they look forward to new experiences. Others like their lives to stay the same, and they do not change their usual habits. Compare these two approaches to life. Which approach do you prefer? Explain why?",::,"<IN><TS>Many people like change, - change in lifestyle, change in the way of doing something. They are even willing to accept any kinds of challenges. They want to experience various kinds of works and social activities. They are very energetic, outgoing and extrovert people. The reason why they like change is because they are not afraid of failure. They accept failure as threshold on which they can prepare for further leaping.</TS></IN>

<BO1><MI1><TR>On the other hand</TR>, those who do not like any change in life are said to be conservative.</MI1> <SI1>These kinds of people, they can be classified into two groups -- One that doesn't like change because they are afraid of failure or, afraid of the possibility of failure. The other group is the one that doesn't like change because they are not just used to the new way of doing something, but not afraid of it.</SI1></BO1>
 
<BO2><MI2> I think both of the two kinds are necessary for out society because as in the political parties, they are divided into two groups, one which is radical and another conservative, so that they can harmonize together and any one-sided opinions cannot be taken.</MI2></BO2> 
 
<CO><TR>In my case</TR>, I can describe myself as a person who likes change. A person who doesn't like change is like stagnant water in a swamp, and stagnant water will be spoiled within a few days. Since I don't want to be stagnant, mediocre in this dog-eat-dog society, I would rather like to change myself to a person who enjoys the change itself, even if I was not such a change-preferring person.</CO>",::,3,::,2,::,3,::,4,::,2,::,3,::,3,::,3,::,3,::,This is a below average quality essay. There is minimal structure between the parts of the essay to move the essay from the introduction thru to the conclusion. The thesis is fragmented and separated throughout the introduction and does not constitute a statement. There are minimal and inadequate transitions in this essay hurting the flow of the essay. The main ideas in the body paragraphs are still a bit vague and do not have sufficient strength to support the thesis.  There are  very few examples in this essay. The supporting points are still a bit vague and do not have sufficient strength to support the main points.  There were many word choice issues as well as errors in punctuation and grammar.,//
"When people move to another country, some of them decide to follow the customs of the new country. Others prefer to keep their own customs. Compare these two choices. Which one do you prefer? Support your answer with specific details.",::,"<IN>Many people who move to another country have difficulty in choosing whether to keep their own customs or follow the new customs. Some people prefer the former in an attempt to sustain their identity. Other people prefer the latter for their successful life in foreign country. <TS>Undoubtedly, both aspects are important. But, as I will demonstrate through several examples, people moving to another country should adopt and follow the customs of the new country.</TS></IN> 

<BO1><MI1>There are some benefits when people keep their customs in a new country. <SI1><TR>To begin with</TR>, it will increase family bond. There are not many people in a new country who truly understand your situation except your family members. Besides, they can sustain their own heritage and their mother tongue. Especially, it is studied that language is likely to disappear if it is not used. <EX>Once I met someone from foreign country. His family is from Korea, but he could not speak Korean, even a single word. I felt very strange and thought that he lost his family’s identity.</EX></SI1></BO1>

<BO2><MI2><TR>On the other hand</TR>, there are a lot more benefits when people follow the customs in a new country.</MI1> <SI2><TR>Firstly</TR>, they can learn a native language faster and make many friends easily. It is generally accepted that it is hard for them to go around the country and to understand more about the country without understanding language. <TR>Moreover</TR>, they can easily learn cultural and social roles. Living in a new country is very different from traveling. <TR>For a short time</TR>, they can live without knowing cultural and social roles; </TR>however</TR>, they should learn cultural and social roles to live for a long time, to be succeed in their life, and to keep successful life.</SI2><BO2> 

<CO><TR>To sum up</TR>, it is very important for people who move to another country to keep their own customs because it helps them increase family bond, keep family’s heritage and mother tongue. But more importantly, they must learn and adopt the customs in a new country so that they can easily learn foreign language, make friends and make a successful life in a foreign country.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,A very good essay. Nice job!,//
Some people think governments should spend as much money as possible exploring space. Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and details to support your answer.,::,"<IN>Modern technology has enabled us to land on the Moon., which could have only been imagined to do. <TSThe government is trying to pour its budget in exploring the outer space. It is very difficult, however, to achieve the goal for the time being due to following problems.</TS></IN> 

<BO><MI><TR>First</TR>, there are many works for humans to fight on earth like famines, unconquered diseases and discrepancies between nations.</MI1> <SI1>Many problems caused by the economic imbalances among countries and among people have forced us to care for the poor. The welfare enhancement through stabilization policy should be implemented by the governments, which cost it a lot of efforts and money.</SI1></BO1> 

<BO2><MI2>The costs of enlarging our territory out of earth are too excessive compared with its benefits.</MI2> <SI2>There are few countries like U.S. which dare to think of boosting its plans. Because there are little synergy effect and cooperation of countries, the exploring countries should take much burden in the project.</SI2></BO2> 

<BO3><MI3><TR>Finally</TR>, the uncertainty of the space-traveling scheme is too high.</MI3> <SI3>High cost investment without the expected considerable returns would be fatal loss that is not desired. <TR>For now</TR>, exploring outer space is like a gambling or a lottery. It is not undesirable for government to rush into this uncertain games.</SI3></BO3>

<CO><TR>In conclusion</TR>, government should reconsider the outer space exploring project, instead it must spend this money for our basic needs on Earth. The present overwhelming problems to be solved bestow our government with mission to take them on the basis that government is responsible for the nation's demands.</CO>",::,5,::,0,::,5,::,4,::,5,::,5,::,4,::,4,::,5,::,"Your essay is pretty good, but you really need to have a thesis statement! Your main points are very strong, but you could use some more support for your arguments, possibly some examples or something a little clearer than what you have.",//
Do you agree or disagree with the following statement? Telephones and email have made communication between people less personal. Use specific reasons and examples to support your opinion.,::,"<IN>People may meet or talk in person less with the development of telephones and email. <TS>However, I don't agree that telephones and email have made communication between people less personal. Below are the reasons that I base on.</TS></IN>

<BO1><MI1><TR>First</TR>, telephones and email made people keep in touch even though they live far away each other.</MI1> <SI1><EX>For example, I live in Canada now, but I talk with my parents on a phone and send email to my friends in South Korea. Using an internet telephone, I can see and talk with them now. I also send pictures to my parents and friends by email which I took in Canada.</EX> How would it be possible without telephones and email?</SI1></BO1> 

<BO2><MI2><TR>Secondly</TR>, people can save a lot of their time to communicate using telephones and email.</MI2> <SI2>If one wants to meet another, he or she needs to spend more time to go to a meeting place, eat or drink something such as supper or coffee, and talk with them. People may think that meeting in person is more personal, but even we talk on a phone and send email it would depend on how they talk and send email. <TR>Today</TR>, we can do many things through internet such as sending a card and picking a letter paper for email, and talk on a phone face to face using a internet phone.</SI2></BO2> 

<CO>Telephones and email are common to use nowdays. Many peple rely on them and use them every day. Some people think telephones and email have made communication between people less personal, but they have made our communication better personal between far countries and they also have made our time be saved. It depends on us to use telephones and email with our beloved ones so that we can keep in touch with them.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,An excellent essay! Take the transition out of your thesis statement and add a quick summary of your reasons to make it perfect.,//
Some people think that the automobile has improved modern life. Others think that the automobile has caused serious problems. What is your opinion? Use specific reasons and examples to support your answer.,::,"<IN>Most of house have the car. It show us the importance of car. car has became the portion of our life. <TS>we use the car when go to office. go to shopping. go to buy stuff. in addition, car is significant not only for indivual vehicle but also for public vehicle. bus and cab accelrerate to live complicate life pattern of modern life.</TS></IN> 

<BO><MI1><TR>Firstly</TR>. since people have used car , they can go rapidly before. ships, trains, so on are too can go rapidly.</MI> but car is using more time than other vehicle. so car is vehicle ajacent to human. <SI1>in addtion to not only speed but also comfortablity is also useful. because of shoal trips and sporadic accident of humna life as death of kith and kin and hope for going to anywhere, people are uncomfortable. but these matter are sloved for automoble's advent and development.</SI1></BO1> 

<BO2><MI2><TR>secondly<TR>. automoble is special car for people loving car and it's speed.</M2> <SI2>in modern life as each other have themselvs penchent, somebody preper to performant car show, and to emulate racing car and to own beautiful or antique car. these are never unaccustomed for us but they are familiar to us. in addition to car is means to show attribute of the indivually aesthetic sense. car's color and design are important as operation as.</SI2></BO2> 

<CO>people who say car has many serious problem are unknown of the merit of car. the one of car's problem is air pollution. but air pollution are not responsible for car. it contain other reason as industry factory. in addition to, air problem of car is being solved. other alternative resource car are incubating. if human gradually solve car's problem, they can use the car more wisely. and more people will detect the advantage of car</CO>",::,5,::,0,::,4,::,3,::,4,::,3,::,3,::,3,::,3,::,"Your essay is all right, but it is missing a thesis statement and the writing is a bit confusing. Also, I think you could probably think of a stronger point to advocate cars than just that some motor heads like fancy ones.",//
Some people think that children should begin their formal education at a very early age and should spend most of their time on school studies. Others believe that young children should spend most of their time playing. Compare these two views. Which view do you agree with? Why,::,"<IN>People have different opinions about the advantages and disadvantages of early education. <TS>Although some insist that early education has a positive effect on young children, I strongly believe that young children should spend most of their time on playing because it can develop their sociability.</IN></TS> 

<BO1><MI1><TR>On the one hand</TR>, children can achieve brain development through school studies.</MI1> <SI1>According to a graduate student' thesis, young children can receive more information than old people during the same time as computer harddisk is empty. <EX><TR>To illusrate</TR>, I lived in Seoul where people have lots of interest in early eduation of English. Like other parents, our parents sent me englis language school in six years old. I still remembered the englis word.</EX> As my experience demonstrate, It is important that children learn early.</SI1></BO1> 

<BO2><MI2><TR>On the other hand</TR>, children can learn about how to blend in well with peer in their school.</MI2> <SI2>In contemporary time we get along with a lot of people. So, It is significant for us to understand other's way of thinking. <TR>For this</TR>, we should be able to mix well with other people that has different background. <TR>Therefore</TR>, spending children's time on playing is better than stuying.</SI2></BO2> 

<CO><TR>In summary</TR>, I strongly believe that spending children's time on playing is more meaningful because it can cultivate the sociability.</CO>",::,5,::,5,::,4,::,5,::,4,::,4,::,4,::,5,::,5,::,"You have a very good organizational style and clear writing. That is great. I think your second main idea could be a little bit better. You are talking about it generally - try to talk about it more in terms of school vs. play. Also, your second main paragraph has a few too many transitions. They can distract from your point.",//
 Some people prefer to eat at food stands or restaurants. Other people prefer to prepare and eat food at home. Which do you prefer? Use specific reasons and examples to support your answer.,::,"<IN><TS>In modern life that ""time is gold"", Whether eat at home or at restaurant is important issue in terms of time management and efficiency. Some people like to eat at home because of comfort mood and less money. Nevertheless, I prefer to eat out because it can save us time and I am able to select food among various foods and costs.</TS></IN> 

<BO1><MI1>Eting at restaurants saves me time.</MI1> <SI1>I can enjoy food as soon as I order and <TR>even more</TR>, I don't have to waste my time on cooking food. <TR>Actually</TR>, preparing food to eat at home is very time-consuming task involving buying ingredients, making food and setting the table. <TR>On the other hand</TR>, at a restaurant, what I have to do to eat something is just ordering some menu. <EX><TR>For example</TR>, I went to the restaurant near my house with my brother because I was too tired to make some food at home owing to my heavy homeworks. I made an order a pork steak and immediately I can eat it! <TR>For me</TR>, having trouble with my halfdone homeworks, eating at a restaurant allows me more time to study done.</EX></SI1> <TR>In this manner</TR>, I prefer to eat out in that I can save my time.</SI1></BO1> 

<BO2><MI2><TR>In addition</TR>, there are a variety of foods and costs at a resataurant</MI2>. <SI2><TR>Thus</TR>, I have a more chance to select food that I want to eat. I usually eat some routine food which is mainly Kimchi, a Korean food and fried egg. <TR>However</TR>, I can enjoy a special food eaten at home rarely. <EX><TR>As an example</TR>, when I went to the foreign restaurant at my father's birthday, I was able to eat Robster at first in my life! It was so big that my mother maybe couldn't cook this food if we want to eat it at home.</EX> <TR>Moreover</TR>, costs at a restaurant is as various as the kinds of foods, so I can choose the best food considering my pocket money.</SI2><BO2> 

<CO><TR>Consequently</TR>, although there are advantages when I eat at home such as relax mood, I prefer to eat at a restaurant because not only does it save me time but also I can select fittest menu among various food at a restaurant.</CO>",::,5,::,4,::,5,::,5,::,4,::,5,::,5,::,5,::,5,::,"A very good essay! Take the transition out of your thesis statement to make it stronger. Also, watch your transitions - you are using a few too many.",//
The government has announced that it plans to build a new university. Some people think that your community would be a good place to locate the university. Compare the advantages and disadvantages of establishing a new university in your community. Use specific details in your discussion.,::,"<IN>Most people are very sensitive to the government’s plans nowadays. When it comes to constructing a new university in our community, the reaction of people in our community will be the same as other governments’ plans because there are advantages and disadvantages. <TS>Through the definite examples, I will demonstrate that I don't agree with the idea of establishing a new university in our community.</TS></IN>

<BO1><MI1>There are some advantages if a new university is built in our community. <TR>To begin with</TR>, a lot of students and other people will come to our community so that our local economy will grow and be prosperous.</MI1> <SI1>A university is accompanied with not only many people but also other buildings, such as shops and restaurants. As a result of increased population and more building, our local economy will develop and get more revenue. <TR>Besides</TR>, our local population will be diversified and we can enjoy various customs and events. Lastly, The reputation of our community will be enhanced with this university, especially when the university receives some awards.</SI1></BO1> 

<BO2><MI2><TR>On the other hand</TR>, building a university will harm our community in some ways.</MI> <SI2>It is taken for granted that the more people are, the more troubles occur. <TR>To begin with</TR>, there will be heavy traffic congestion, which hinders people from getting around, especially on weekends, and the crime rate will be getting higher and it will make our community an insecure place. <TR>Moreover</TR>, environment pollution problem will be caused and will harm our health. These side effects will not only badly affect on our community inward, but also cause the reputation of our community to be going down outward.</SI2></BO2> 

<CO><TR>To sum up</TR>, it is very important that building a new university will bring many advantages, such as developing our local economy, diversifying local population and enhancing the reputation of our community. <TR>But more importantly</TR>, the side effects on building a new university is harmful to our community in some ways; heavy traffic congestion, high crime rate and environment pollution. Therefore I am not in favor of the plan to build a new university in our community.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,4,::,5,::,5,::,A very good essay! I think it would be a little stronger if you talked a little more about why you personally disagree with this idea.,//
A company has announced that to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose thie factory? Explain your position.,::,"<IN>My community is a famed. As famouse of green mountian and fresh air, many visitors come to my community. <TS>If factory is built in my community, the clean environment will be destroied. So I oppose the factory.</TS></IN> 

<BO1><MI1>If factory is built in my community, many people can find their job as a worker of the factory.</MI1> <SI1>Then a father of my bestfriend who has no job getting a job, my friend can get better life than now. Of course not only a father of my friend but also many other jobless can get their job at the factory. So factory can give my community a advantage.</SO1></BO1> 

<BO2><MI2><TR>But as I told before</TR>, my community is very famouse of clean environment and beautiful senery. So my community is managed as a famed. If factory is built, the clean environment will be destroied.</MI2> <SI2>And my community will be lose a value as a famed. As a famed, destroied environment is huge disadvantage. Then more people than who get a job in the factory will lost their job. because in my community there are pople who inrolled in siteseeing is much many than jobless.</SI2></BO2> 

<CO>So If a company has announced to build a large factory near my community. I’m oppose that factory.</CO>",::,5,::,4,::,4,::,3,::,5,::,3,::,3,::,3,::,3,::,"This essay is just all right. You need to make the language a little clearer and add some more examples or research. Example: when bringing up pollution, studies and research are excellent support.",//
 A person you know is planning to move to your town or city. What do you think this person would like and dislike about living in your town or city? Why? Use specific reasons and details to develop your essay.,::,"<IN>My town is located in the middle of big cities including Seoul, the capital of Korea, and Bundang, the new developed city. This position of town would have a lot of effects on living environment. <TS>If a person is planning to move to our town, he would feel convenient in traffic surroundings and natural environment, but it would be hard for him to live in the civilized environment available in a large city.</TS></IN> 

<BO1><MI1><TR>To begin with</TR>, geographical merits that the town is located between large cities allow people living in our town to move to another city more easily.</MI1> <SI1>These days, people tend to act in larger sites because population density is higher, so it is hard to live in a close region near companies or schools. <TR>Accordingly</TR>, it seems clear that the importance of traffic system is being enhancing. Also, the town around a forest give us good living environment, such as clear air, water, the teacher helping children learn the important role of nature. It could make students more emotional and more pure.</SI1></BO1> 

<BO2><MI2><TR>However</TR>, regional characteristic that the town is far from cities also could give the trouble in that it is difficult to live with city conveniences.</MI2> <SI2>According to the improvement of living factors, we tend to spend the time on entertainment including seeing movies, shopping, meeting the friend, and so on.</SI2> I think it would be harder for people to have these good environments than in cities.</BO2> 

<CO><TR>To sum up</TR>, as mentioned above, not only does living in our country give the advantage like traffic convenience, and clear natural environment, but also it could force people not to live in convenient surroundings.</CO>",::,5,::,5,::,5,::,4,::,5,::,4,::,4,::,4,::,4,::,"This is a pretty good essay, but I think your second main paragraph needs some work. It is a little unclear.",//
Some high schools require all students to wear school uniforms. Other high schools permit students to decide what to wear to school. Which of these two school policies do you think is better? Use specific reasons and examples to support your opinion.,::,"<IN>No one in human society is identical. In other words, people have all different characteristics, preferences and opinions. Especially, when it comes to high schools require all students to wear school uniforms. <TS>Personally, I think that high school students must wear school uniforms. To illustrate why I convince my point, I treat only a few significant reasons with my vivid experiences here.</TS></IN> 

<BO1><MI1><TR>To begin with</TR>, high school students can be hampered from crimes by wearing school uniforms.</MI1> <SI1><EX>One survey on donga newspaper says 30% of juveniles crimes decreased after high schools regulate to wear uniforms.</EX> Not until I red this report did I realize about requirement of uniforms. <EX><TR>To give another example</TR>, if one student wearing a uniform want to smoke or go a dance bar, he or she may not be able to do that because many people know he or she is a student as they see the uniform.</EX> <TR>Consequently</EX>, I oppose that school permit students to decide what to wear to school.</SI1></BO1> 

<BO2><MI2><TR>Next</TR>, high school students can concentrate on their studying.</MI1> <SI1><TR>To put it simply</TR>, reducing time to select and buy the cloths make it possible for students to study more. <EX><TR>For example</TR>, when I was a high school student, I did not need buy extra cloths for fasinating me who wear the uniform so that I could involved in my accomplishment.</EX> <TR>Moreover</TR>, they can save the money. By wearing the uniforms, they need to use neither the money nor time.</SI2></BO2> 

<CO><TR>To sum up</TR>, I agree high schools do not have to require students to decide what to wear. The reasons why I think like this are because they can not only be encumbered from young generation crimes but also save the money and time. It is a good idea that schoos sometimes permit students to decide during festival in school.</CO>",::,5,::,4,::,5,::,3,::,5,::,5,::,4,::,4,::,4,::,This is a pretty good essay. Some of your wording is a little confusing (ex. Last sentence of your first main body paragraph). Take the transition out of your thesis statement to make it better.,//
When people move to another country. Some of them decide to follow the customs of the new country. Others prefer to keep their own customs. Compare these two choices. Which one do you prefer? Support your answer with specific details.,::,"<IN><TS>Nowadays many people in Korea try to go abroad not only to study but also to live in a new country. When they move into the new country, they may be worried whether they keep their own culture and customs or follow those of the new country. If I were them, I would follow the customs of the new country where I move. Here, I will demonstrate the reasons with definite examples.</TS></IN> 

<BO1><MI1><TR>On the one hand</TR>, following the customs of the new country allows us to pick up the language easily.</MI1> <SI1>To adjust oneself to a new environment, learning language in essencial. Were it not for taking up the language, we would not have a job or friend. <EX><TR>For instance</TR> when I was in England several years ago, I tried to adapt myself to English customs as soon as possible without any prejudice. After following the new customs, I could make many English friends who I can communicate with. It made my English skill improve.</EX></SI1></BO1> 

<BO2><MI2><TR>On the other hand<TR/>, keeping their own cusomes prevent them from adjusting themselves to the new circumstances</MI2>. <SI2>When people go to the foreign country, they feel unfamiliar and homesick. It can have a bad effect on life and study in abroad. We have to adapt ourselves in the new situations to survive. As old saying, when in Rome, do as the Romans, because the customs we keep can not be accepted in the new country.</SI2></BO2> 

<CO><TR>To sum up</TR>, although there are benefits when we keep our own customs in a new country, we try to adjust ourselves to new circumstances with following the new customs to live well in a new country.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,A very good essay! Your thesis statement needs to be a little more independent.,//
